# >> Output from NodeSimilarity.pl <<
# >> Input file: "Rmrz89_Exhaust_Nest0.6_Conn0.08_CompConn0.15.long.format2.txt
# >> Jaccard and Tanimoto similarity between nodes in the network 
# >> Running at date:  (mm,dd,yy) 8, 19, 2022, and time: 20:41:18,
# >> Silwood Park, Imperial College London, A.P-G.
# >>1NodeA, 2NodeB, 3TanimotoCoeff, 4JaccardCoeff, 5SharedNeighs, 6NeighsA, 7NeighsB
An_31	Pl_38	0	0	0	7	6
An_31	Pl_10	0	0	0	7	10
An_31	An_19	0.0488432999302387	0.0555555555555556	1	7	11
An_31	Pl_22	0	0	0	7	4
An_31	An_27	0.0830971087910363	0.0769230769230769	1	7	6
An_31	Pl_29	0	0	0	7	4
An_31	An_43	0	0	0	7	4
An_31	An_26	0.0645856317664879	0.0714285714285714	1	7	7
An_31	An_15	0.105355056575889	0.117647058823529	2	7	10
An_31	An_5	0.0321320665588242	0.0416666666666667	1	7	17
An_31	Pl_2	0	0	0	7	27
An_31	An_22	0	0	0	7	7
An_31	An_35	0.105697561599665	0.105263157894737	2	7	12
An_31	Pl_35	0	0	0	7	9
An_31	An_33	0.0650317672824903	0.0714285714285714	1	7	7
An_31	Pl_36	0	0	0	7	9
An_31	An_4	0.0846605237766093	0.0833333333333333	2	7	17
An_31	Pl_6	0	0	0	7	13
An_31	An_18	0.0509513670720402	0.0588235294117647	1	7	10
An_31	Pl_42	0	0	0	7	4
An_31	An_37	0.0636282578377413	0.0714285714285714	1	7	7
An_31	Pl_32	0	0	0	7	7
An_31	Pl_20	0	0	0	7	8
An_31	Pl_8	0	0	0	7	15
An_31	Pl_39	0	0	0	7	12
An_31	Pl_41	0	0	0	7	8
An_31	An_38	0.0686910251023626	0.0769230769230769	1	7	6
An_31	An_14	0.108607079618193	0.111111111111111	2	7	11
An_31	Pl_11	0	0	0	7	11
An_31	An_1	0.0407803610961356	0.0434782608695652	2	7	39
An_31	An_41	0.0511518388676417	0.0625	1	7	9
An_31	Pl_30	0	0	0	7	8
An_31	An_39	0.064697640249609	0.0714285714285714	1	7	7
An_31	Pl_14	0	0	0	7	7
An_31	An_3	0.0338261828981253	0.032258064516129	1	7	24
An_31	Pl_46	0	0	0	7	6
An_31	An_9	0.051837358866335	0.0555555555555556	1	7	11
An_31	An_6	0.0396104693782956	0.0454545454545455	1	7	15
An_31	Pl_43	0	0	0	7	6
An_31	An_25	0	0	0	7	10
An_31	Pl_16	0	0	0	7	8
An_31	Pl_24	0	0	0	7	5
An_31	Pl_33	0	0	0	7	11
An_31	An_11	0.0605832936900624	0.0555555555555556	1	7	11
An_31	Pl_9	0	0	0	7	10
An_31	An_13	0.160031399109552	0.142857142857143	3	7	14
An_31	An_2	0.0346281472507608	0.0333333333333333	1	7	23
An_31	Pl_21	0	0	0	7	6
An_31	An_17	0.0532925693012786	0.0625	1	7	9
An_31	Pl_37	0	0	0	7	5
An_31	An_32	0.0516817914262277	0.0588235294117647	1	7	10
An_31	Pl_4	0.0409616770370859	0.0384615384615385	1	7	19
An_31	An_44	0	0	0	7	11
An_31	An_34	0	0	0	7	8
An_31	Pl_44	0	0	0	7	10
An_31	An_24	0	0	0	7	8
An_31	Pl_23	0	0	0	7	6
An_31	Pl_31	0	0	0	7	9
An_31	Pl_26	0	0	0	7	6
An_31	An_16	0.062235134311321	0.0625	1	7	9
An_31	An_28	0.112420743846015	0.105263157894737	2	7	12
An_31	Pl_19	0	0	0	7	10
An_31	An_40	0.0471621546836748	0.05	1	7	13
An_31	An_10	0.0944789064228126	0.0952380952380952	2	7	14
An_31	Pl_18	0	0	0	7	8
An_31	Pl_27	0	0	0	7	9
An_31	Pl_3	0	0	0	7	19
An_31	Pl_34	0	0	0	7	9
An_31	An_42	0	0	0	7	4
An_31	Pl_25	0	0	0	7	6
An_31	An_29	0.0606397620394093	0.0588235294117647	1	7	10
An_31	An_46	0.0717909439685598	0.0833333333333333	1	7	5
An_31	Pl_5	0	0	0	7	19
An_31	An_23	0.0633936200850242	0.0666666666666667	1	7	8
An_31	An_8	0.0514331958518755	0.05	1	7	13
An_31	An_21	0.13715444801906	0.133333333333333	2	7	8
An_31	Pl_17	0	0	0	7	7
An_31	An_45	0	0	0	7	10
An_31	Pl_45	0	0	0	7	6
An_31	Pl_47	0	0	0	7	8
An_31	Pl_40	0	0	0	7	7
An_31	Pl_7	0	0	0	7	12
An_31	Pl_13	0	0	0	7	15
An_31	Pl_28	0	0	0	7	12
An_31	An_12	0.113850096805892	0.105263157894737	2	7	12
An_31	Pl_12	0	0	0	7	12
An_31	An_7	0.0365962576387342	0.04	1	7	18
An_31	An_36	0.20356097028712	0.1875	3	7	9
An_31	Pl_15	0	0	0	7	11
An_31	An_30	0	0	0	7	7
An_31	Pl_1	0	0	0	7	38
An_31	An_20	0	0	0	7	9
Pl_38	Pl_10	0.121937194979301	0.125	2	6	10
Pl_38	An_19	0	0	0	6	11
Pl_38	Pl_22	0	0	0	6	4
Pl_38	An_27	0	0	0	6	6
Pl_38	Pl_29	0	0	0	6	4
Pl_38	An_43	0	0	0	6	4
Pl_38	An_26	0	0	0	6	7
Pl_38	An_15	0	0	0	6	10
Pl_38	An_5	0.0456157888321105	0.0434782608695652	1	6	17
Pl_38	Pl_2	0.0935924355853314	0.0909090909090909	3	6	27
Pl_38	An_22	0	0	0	6	7
Pl_38	An_35	0	0	0	6	12
Pl_38	Pl_35	0.0600436387106438	0.0666666666666667	1	6	9
Pl_38	An_33	0	0	0	6	7
Pl_38	Pl_36	0	0	0	6	9
